location,bhk,bath,total_sqft,encoded_loc,price
Thanisandra,3,3,2127.0,1143,135.0
Adityanagar,5,5,875.0,89,120.0
Hallehalli,4,4,1260.0,497,65.0
Sarjapur  Road,3,2,1173.0,1034,45.75
Electronics City Phase 1,3,2,1445.0,419,56.0
Jayamahal Extension,4,4,2250.0,596,400.0
Bannerghatta Road,3,4,1500.0,214,239.0
Thanisandra,3,3,2336.5,1143,115.89
JP Nagar,2,2,1197.0,572,47.88
2nd Stage Nagarbhavi,4,4,1200.0,42,225.0
Sarjapur  Road,5,7,3930.0,1034,329.0
Kanakpura Road,3,3,1450.0,661,62.4
Whitefield,2,2,1187.0,1247,37.85
Wilson Garden,6,6,4000.0,1251,850.0
Channasandra,2,2,1050.0,304,41.0
Panathur,3,2,1370.0,909,54.8
Yelahanka,2,2,1036.0,1256,39.37
JP Nagar,3,3,1275.0,572,41.2
Old Madras Road,4,3,2010.0,891,115.0
Thigalarapalya,2,2,1418.0,1148,106.0
Thanisandra,2,2,1265.0,1143,46.6
Anandapura,3,3,1576.0,116,58.0
Dodda Nekkundi,2,2,1148.0,379,56.0
Green View Layout,2,2,1000.0,472,36.0
Kudlu,3,2,1293.0,718,85.0
TC Palaya,3,2,1200.0,1133,66.0
Munnekollal,2,2,1210.0,828,75.0
HSR Layout,2,2,1126.0,491,69.0
Sarakki Nagar,3,4,1840.0,1032,175.0
Vidyaranyapura,3,2,1440.0,1211,70.0
Ramamurthy Nagar,3,2,1300.0,985,52.0
Thanisandra,2,2,1276.0,1143,75.0
Gidada Konnenahalli,6,4,600.0,449,105.0
Whitefield,2,2,1216.0,1247,83.0
Marenahalli,1,1,840.0,798,75.0
Sector 1 HSR Layout,5,5,1240.0,1043,300.0
Sompura,2,2,1126.0,1086,39.0
Mysore Road,1,1,45.0,833,23.0
Raja Rajeshwari Nagar,2,2,1162.0,967,65.0
Whitefield,2,2,1301.0,1247,65.0
Devanahalli,1,1,658.0,362,34.0
Sahakara Nagar,3,3,1350.0,1020,250.0
Whitefield,3,3,2500.0,1247,280.0
Chandapura,3,3,1208.51,302,42.0
Raja Rajeshwari Nagar,2,2,1133.0,967,38.41
Shettigere,3,2,1760.0,1062,116.0
Bisuvanahalli,3,2,1075.0,266,52.0
Sarjapur,2,2,940.0,1033,25.38
Badavala Nagar,2,2,1145.0,180,57.0
Bannerghatta Road,2,2,1302.5,214,67.73
Rahat Bagh,4,5,3900.0,963,550.0
Omarbagh Layout,4,5,3317.5,894,268.5
Dasarahalli,2,2,1300.0,357,50.0
Malleshwaram,3,4,2475.0,783,326.0
6th Phase JP Nagar,3,3,2040.0,65,200.0
Hosakerehalli,1,1,1200.0,536,150.0
Jigani,4,4,2420.0,603,190.0
Thubarahalli,2,2,1216.0,1154,80.0
Tumkur Road,3,2,1459.0,1163,110.0
Jakkur,3,2,1622.0,581,80.0
Kanakpura Road,3,3,1843.0,661,85.0
Badavala Nagar,2,2,1274.0,180,81.0
Chikkasandra,2,1,600.0,325,52.0
Malleshpalya,3,2,1430.0,782,69.5
Kammanahalli,4,2,1800.0,650,280.0
Begur Road,3,2,1565.0,230,57.91
 Devarabeesana Halli,3,3,1670.0,4,160.0
Lakshminarayana Pura,3,3,1695.0,742,150.0
Akshayanagara West,2,2,1410.0,99,75.0
Kengeri Satellite Town,2,2,1060.0,687,42.0
Sarjapur  Road,2,2,1120.0,1034,50.0
Hosa Road,2,2,880.0,533,50.0
Jalahalli,2,2,1083.0,586,32.49
Dodda Nekkundi,3,3,1435.0,379,57.2
Doddakallasandra,3,2,1425.0,387,56.99
Arekere,2,2,900.0,140,50.0
Escorts Colony,5,5,2400.0,420,93.0
Thanisandra,1,1,693.0,1143,34.3
Kengeri,3,3,600.0,685,90.0
Electronic City,4,4,2435.0,414,119.0
Iblur Village,3,3,1920.0,556,150.0
Electronic City,1,1,630.0,414,47.0
Bisuvanahalli,3,2,1075.0,266,50.0
Hulimavu,5,5,1200.0,546,101.0
Nagavarapalya,1,1,705.0,850,55.0
Srinivasa Nagar,3,2,1200.0,1099,75.6
Mahadevpura,2,2,1532.0,770,62.0
Rajiv Nagar,2,2,1330.0,981,93.0
3rd Block Hrbr Layout,4,3,1200.0,46,210.0
Sarjapur  Road,3,2,1530.0,1034,60.0
Kasavanhalli,2,2,1105.0,667,42.0
1st Phase JP Nagar,2,2,1566.0,29,180.0
Harlur,3,3,1630.0,506,95.1
5th Phase JP Nagar,2,2,1256.0,60,62.8
Banashankari,6,6,1200.0,192,180.0
Brookefield,3,2,1595.0,275,75.0
7th Phase JP Nagar,2,2,1000.0,70,53.0
Poorna Pragna Layout,3,2,1475.0,923,58.99
"asha township, off hennur road",5,5,2400.0,1268,285.0
Electronic City Phase II,2,2,1000.0,416,28.88
1A Block Koramangala,4,4,2360.0,19,650.0
Uttarahalli,3,2,1737.0,1174,95.0
Electronic City Phase II,2,2,1000.0,416,28.88
Near International Airport,4,4,2100.0,869,150.0
Hosakerehalli,8,6,3600.0,536,145.0
Mysore Road,2,2,883.0,833,50.0
Haralur Road,2,2,1243.0,503,46.0
BTM Layout,3,2,1776.0,175,75.0
Anjanapura,3,2,1347.0,127,37.72
Whitefield,3,2,1330.0,1247,55.0
Sector 1 HSR Layout,2,2,600.0,1043,120.0
Rajaji Nagar,4,4,3730.0,971,370.0
Harlur,3,3,1459.0,506,135.0
Thanisandra,4,5,2259.0,1143,135.0
JP Nagar,7,4,2700.0,572,160.0
Gubbalala,2,2,1008.0,475,32.25
NTI Layout,2,2,1200.0,839,52.5
Vasanth nagar,4,4,2328.0,1189,528.0
BTM 1st Stage,7,7,600.0,172,110.0
Electronic City,2,1,660.0,414,15.5
Rajaji Nagar,3,2,1800.0,971,250.0
Rajaji Nagar,4,4,3100.0,971,550.0
Yelahanka,2,2,1405.0,1256,50.58
Yelahanka,1,1,602.0,1256,26.0
Marathahalli,3,3,1710.0,796,100.0
JP Nagar,3,2,1500.0,572,82.0
Glass Factory Layout,3,3,1539.0,452,60.0
Fraser town,6,3,806.0,424,128.0
Judicial Layout,3,2,1100.0,609,53.0
Raja Rajeshwari Nagar,2,2,1151.0,967,49.0
Dasappa Layout,2,2,920.0,356,46.0
Kathriguppe,3,3,1350.0,672,78.3
Bannerghatta Road,2,2,1200.0,214,65.0
Thanisandra,2,2,1265.0,1143,78.0
Chelekare,8,6,600.0,306,60.0
Sarjapur  Road,3,3,1700.0,1034,93.5
Ramamurthy Nagar,3,3,1600.0,985,75.0
4th T block Jayanagar,4,4,1550.0,57,120.0
R.T. Nagar,3,3,1560.0,943,125.0
Horamavu Agara,6,5,1000.0,530,98.0
Haralur Road,2,2,1243.0,503,46.0
Raja Rajeshwari Nagar,4,4,1200.0,967,160.0
Sarjapur  Road,3,3,1403.0,1034,56.0
Doddakallasandra,2,2,1010.0,387,40.39
Tumkur Road,3,3,1416.0,1163,94.0
Kanakpura Road,2,2,1628.0,661,68.0
Chamrajpet,4,4,1660.4,300,211.0
7th Phase JP Nagar,3,3,1680.0,70,125.0
Doddathoguru,3,3,1595.0,393,62.0
Kanakpura Road,3,2,1507.0,661,95.0
Frazer Town,3,3,2560.0,425,288.0
Hennur Road,3,3,1949.0,519,133.0
BTM 2nd Stage,2,2,800.0,173,175.0
Electronic City Phase II,2,2,1000.0,416,28.88
Sonam Layout,2,2,905.0,1087,50.0
Hosakerehalli,3,3,2480.0,536,245.0
CR Layout,3,3,1495.0,289,200.0
Kaikondrahalli,3,3,1605.0,636,105.0
Bommanahalli,2,2,1290.0,267,73.0
Yelahanka,2,2,1100.0,1256,60.0
Vishveshwarya Layout,6,6,2100.0,1229,92.0
Electronics City Phase 1,2,2,995.0,419,49.8
Banashankari Stage II,2,2,500.0,200,55.0
Rajaji Nagar,4,4,3526.0,971,598.0
Gottigere,3,2,1425.0,463,47.0
BTM 4th Stage,3,2,1455.0,174,55.0
Jalahalli West,1,1,550.0,588,23.0
Uttarahalli,3,2,1385.0,1174,48.48
Vishveshwarya Layout,4,4,7000.0,1229,210.0
Srinivasa Nagar,5,3,4000.0,1099,130.0
Gollahalli,2,2,1060.0,456,53.0
AGS Layout,3,2,1080.0,80,75.0
HBR Layout,3,3,1783.0,486,125.0
Haralur Road,3,2,1520.0,503,90.0
Sarjapur  Road,2,2,1060.0,1034,55.0
Raja Rajeshwari Nagar,2,2,1267.0,967,54.35
Whitefield,2,2,1155.0,1247,55.0
Karuna Nagar,3,3,2500.0,666,180.0
Bannerghatta Road,2,2,1240.0,214,65.0
Gollahalli,3,3,1570.0,456,78.0
NGR Layout,2,2,1019.0,835,45.9
Whitefield,2,3,1355.0,1247,76.0
Arekempanahalli,3,3,1537.0,139,110.0
Whitefield,4,5,4075.0,1247,226.0
Raja Rajeshwari Nagar,3,3,1550.0,967,52.45
Raja Rajeshwari Nagar,2,2,1100.0,967,50.0
 Devarabeesana Halli,3,3,1750.0,4,150.0
9th Phase JP Nagar,2,2,1466.0,75,71.0
Rachenahalli,3,3,1550.0,959,72.5
Akshaya Nagar,3,4,2300.0,96,102.0
Kengeri,1,1,540.0,685,22.5
8th Phase JP Nagar,3,3,950.0,72,130.0
Chamundi Nagar,7,7,2800.0,301,250.0
Silk Board,2,2,1020.0,1074,48.0
Cunningham Road,3,3,2880.0,349,501.0
Hebbal,3,4,1987.0,510,165.0
Hoodi,2,2,1305.0,527,75.0
Sarjapur,4,3,2100.0,1033,125.0
Electronic City,2,2,1125.0,414,32.5
Horamavu Banaswadi,2,2,1225.0,531,49.5
Hennur,2,2,1255.0,515,55.5
MRCR Layout,2,2,1191.0,764,90.0
Uttarahalli,6,6,3600.0,1174,303.0
Electronic City,2,2,1165.0,414,33.64
Kacharakanahalli,2,2,865.0,627,35.11
Nagarbhavi,3,2,1850.0,844,88.0
Marsur,2,1,497.0,801,17.0
Hennur Road,2,2,1232.0,519,89.0
Thanisandra,3,3,1732.0,1143,85.73
Yelahanka,3,2,1614.0,1256,100.0
Magadi Road,2,1,600.0,769,22.0
Thigalarapalya,3,4,2072.0,1148,155.0
Electronic City,2,2,919.0,414,34.0
Shettihalli,4,4,2100.0,1063,90.0
Shampura,4,3,672.0,1054,54.0
J C Nagar,8,6,800.0,568,110.0
Marsur,3,3,1200.0,801,150.0
OLd Gurappanapalya,4,5,2849.0,883,250.0
Doctors Layout,2,2,1000.0,376,42.0
Whitefield,2,2,1216.0,1247,75.0
Lingadheeranahalli,4,4,2245.0,754,154.0
Bannerghatta Road,3,3,1476.0,214,125.0
Ambedkar Nagar,3,3,1852.0,108,130.0
Udaya Nagar,2,2,1225.0,1166,47.0
Panathur,3,3,1597.0,909,67.12
Jakkur,3,4,2423.0,581,160.0
Marathahalli,2,2,1152.0,796,90.0
Harlur,3,3,1762.0,506,133.0
Kammasandra,3,3,1400.0,651,92.0
Rachenahalli,3,2,1530.0,959,74.4
New Thippasandra,6,6,2400.0,877,400.0
Raja Rajeshwari Nagar,2,2,1185.0,967,40.17
Yelahanka,3,3,1890.0,1256,108.0
Varthur Road,3,2,1247.0,1186,58.0
1st Block Jayanagar,8,4,700.0,27,104.0
HRBR Layout,6,6,1000.0,490,275.0
Bellandur,2,2,1201.0,234,59.99
Gunjur Palya,2,2,830.0,482,40.0
Electronic City Phase II,2,2,1165.0,416,30.29
Bommanahalli,2,1,1100.0,267,55.0
9th Phase JP Nagar,3,2,1890.0,75,93.0
Maithri Layout,3,3,1685.0,776,60.0
Sarakki Nagar,4,4,3131.0,1032,349.0
Battarahalli,2,2,1165.0,228,43.0
Kachanayakanahalli,2,2,827.0,626,45.0
Gangondanahalli,3,2,396.0,437,48.0
Uttarahalli,4,4,1200.0,1174,179.0
Electronics City Phase 1,1,1,635.0,419,26.0
Whitefield,4,4,4000.0,1247,380.0
Vishwanatha Nagenahalli,2,2,1050.0,1230,50.0
D Group Employees Layout,5,4,600.0,350,76.0
Jakkur,3,3,1819.18,581,168.0
Kanakapura,3,3,1500.0,655,125.0
Yelenahalli,3,2,1500.0,1259,57.0
Benson Town,3,4,2850.0,240,470.0
Raja Rajeshwari Nagar,3,3,1751.0,967,72.0
Vasanth nagar,4,6,4750.0,1189,1102.0
Bommasandra,2,2,1020.0,268,40.89
Thanisandra,2,2,1148.0,1143,43.5
Talaghattapura,3,3,1856.0,1136,135.0
Basavangudi,6,6,1754.0,221,650.0
2nd Block Hrbr Layout,3,3,4273.0,36,1100.0
B Narayanapura,2,2,1060.0,158,49.27
Haralur Road,2,2,1300.0,503,60.0
Hormavu,4,4,3000.0,532,100.0
Bellandur,2,2,1325.0,234,65.0
Sai Gardens,2,2,1261.0,1022,61.0
Manayata Tech Park,2,2,1100.0,785,46.0
Ramamurthy Nagar,2,2,700.0,985,33.0
7th Phase JP Nagar,3,2,1675.0,70,135.0
Ullal Road,4,4,3400.0,1169,190.0
Kodihalli,4,5,3260.0,702,388.0
Doddakammanahalli,2,2,1180.0,388,56.0
Uttarahalli,2,2,1160.0,1174,45.0
Kasavanhalli,4,3,1863.0,667,105.0
Sahakara Nagar,3,3,1914.0,1020,149.0
BTM Layout,3,3,1458.0,175,79.0
Thirumenahalli,5,4,1200.0,1151,115.0
Babusapalaya,2,2,1105.0,179,40.0
Hulimavu,3,5,3035.0,546,220.0
Bannerghatta Road,6,6,1200.0,214,160.0
Akshaya Nagar,3,3,1662.0,96,90.0
Yelahanka,3,3,1556.0,1256,86.0
Jigani,2,2,918.0,603,50.0
Sarjapur  Road,3,2,1455.0,1034,98.0
Jakkasandra Extension,2,2,1205.0,580,70.0
BEML Layout,2,2,1194.0,167,65.0
Laggere,2,2,1200.0,736,75.0
Bannerghatta Road,3,2,1100.0,214,52.0
Sarjapur  Road,3,3,1405.0,1034,48.87
Subramanyapura,2,2,929.0,1110,56.0
Frazer Town,4,5,3436.0,425,341.0
7th Phase JP Nagar,2,2,1035.0,70,39.33
8th Phase JP Nagar,4,4,2100.0,72,92.0
Channasandra,2,2,1065.0,304,40.47
Bannerghatta Road,3,3,1532.5,214,84.29
Kengeri,6,6,1500.0,685,150.0
Hullahalli,5,5,1200.0,547,99.0
Hormavu,2,2,1093.0,532,32.78
Anandapura,2,2,1250.0,116,45.0
Marathahalli,3,3,1680.0,796,105.0
Nagarbhavi,2,2,1146.0,844,50.0
Jagajyothi layout,2,2,1250.0,577,58.0
Ramagondanahalli,3,3,1451.0,982,60.44
Nobo Nagar,3,2,1424.0,880,55.0
Gottigere,3,2,1435.0,463,62.0
Devanahalli,1,1,658.0,362,26.91
Bommanahalli,3,3,1300.0,267,45.0
Whitefield,2,2,1242.0,1247,65.0
Marathahalli,3,3,1910.0,796,119.0
Yelahanka,3,4,1610.0,1256,85.0
Hulimavu,2,2,1127.0,546,65.0
Yelahanka,3,2,1075.0,1256,42.0
Mysore Road,2,2,1155.0,833,51.0
Lakkasandra Extension,5,3,1280.0,739,250.0
Krishna Reddy Layout,3,3,1250.0,717,55.0
Kuvempu Layout,3,4,2200.0,731,160.0
Billekahalli,3,3,2400.0,262,150.0
Chandapura,2,2,876.0,302,29.5
Nagarbhavi,3,2,1850.0,844,89.0
Kadugodi,2,2,1314.0,632,83.0
Rachenahalli,1,1,690.0,959,39.8
Electronic City Phase II,4,2,3550.0,416,167.5
Srirampura,2,2,1230.0,1100,55.0
Bommasandra,2,2,920.0,268,37.2
Sarjapur  Road,3,3,1850.0,1034,140.0
Electronic City,2,2,1073.0,414,60.0
Maithri Layout,3,3,1540.0,776,76.0
Kanakpura Road,3,3,1550.0,661,63.5
Kalyan nagar,2,2,1198.0,643,65.0
HBR Layout,3,3,1656.0,486,90.0
Kaveri Nagar,3,3,1900.0,677,155.0
Ramagondanahalli,3,3,1910.0,982,142.0
Mysore Road,2,2,1003.0,833,43.0
Whitefield,3,2,1495.0,1247,67.0
Thanisandra,3,3,2172.0,1143,76.02
Sarakki Nagar,4,4,2400.0,1032,358.0
T G extension,2,1,1200.0,1127,95.0
Whitefield,3,3,1548.0,1247,65.0
2nd Block Koramangala,7,5,5400.0,38,972.0
Whitefield,4,5,2856.0,1247,154.5
Hosur Road,3,3,1689.0,541,103.0
Electronic City Phase II,2,2,1031.0,416,53.0
Bhoganhalli,4,4,2119.0,250,111.0
Whitefield,2,2,1200.0,1247,46.13
JCR Layout,2,2,1060.0,571,37.0
Devi Nagar,2,2,1100.0,371,61.0
GKW Layout,4,4,1350.0,429,225.0
Gandhi Nagar,5,4,1050.0,432,80.0
Hennur Road,3,2,1250.0,519,77.88
8th Block Jayanagar,2,2,1100.0,71,110.0
Whitefield,2,2,1200.0,1247,46.13
Seegehalli,3,2,1420.0,1049,46.0
Electronic City,3,2,1500.0,414,78.0
OLd Gurappanapalya,3,3,1942.0,883,155.0
Haralur Road,3,3,1985.0,503,130.0
Sarjapur  Road,1,1,950.0,1034,39.9
AMS Layout,3,4,1200.0,81,80.0
Green Glen Layout,3,3,1752.0,471,105.0
Abbigere,4,3,1200.0,84,120.0
Mahalakshmi Layout,5,5,1200.0,772,200.0
Old Madras Road,3,2,1480.0,891,84.0
Jnana Ganga Nagar,3,4,600.0,605,81.0
Sarjapur  Road,3,3,1826.0,1034,130.0
8th Phase JP Nagar,2,2,1035.0,72,39.33
Sarjapur  Road,4,4,2600.0,1034,98.0
Kasavanhalli,3,3,1667.0,667,92.0
Thanisandra,2,2,934.0,1143,55.0
Mahadevpura,3,2,1620.0,770,76.0
Electronic City,2,2,1070.0,414,47.0
Hosur Road,5,5,3600.0,541,180.0
Uttarahalli,3,2,1280.0,1174,60.0
rr nagar,2,2,1400.0,1289,60.0
Vishveshwarya Layout,7,8,1200.0,1229,180.0
"Varthur Road, ",2,2,1330.0,1187,64.0
Balagere,2,2,1012.0,186,54.59
Electronic City Phase II,3,2,1611.0,416,48.33
Whitefield,3,3,1405.0,1247,58.0
VGP Layout,3,3,1515.0,1177,90.0
Thigalarapalya,3,4,1830.0,1148,150.0
Kaggadasapura,3,3,1710.0,634,60.0
BTM Layout,2,2,935.0,175,51.5
Jakkur,3,3,2197.0,581,136.0
TC Palaya,4,4,600.0,1133,65.0
Yeshwanthpur,3,3,1678.0,1262,92.13
Brookefield,3,2,1410.0,275,80.0
Jakkur,2,2,1125.0,581,65.0
Magadi Road,3,2,1191.0,769,55.38
Thubarahalli,2,2,1200.0,1154,79.0
CV Raman Nagar,3,2,1525.0,290,67.0
KUDLU MAIN ROAD,3,3,1464.0,625,56.0
Seegehalli,2,2,920.0,1049,27.0
Yelahanka,1,1,651.0,1256,17.5
Chikkabanavar,2,1,600.0,316,25.0
Chandapura,1,1,645.0,302,16.45
Thanisandra,2,2,1185.0,1143,44.0
Electronics City Phase 1,2,2,1190.0,419,68.0
Whitefield,4,5,2856.0,1247,158.5
Whitefield,2,2,1355.0,1247,73.0
KR Puram,2,1,1200.0,623,65.0
Kundalahalli,4,4,7000.0,728,550.0
Ramamurthy Nagar,6,4,1200.0,985,110.0
Yelahanka New Town,1,2,500.0,1257,24.0
Bommasandra Industrial Area,3,3,1250.0,269,50.0
Uttarahalli,3,2,1480.0,1174,58.0
Ambalipura,4,4,3300.0,106,329.0
KR Puram,3,2,1583.0,623,70.445
Green Woods Layout,2,2,1206.0,473,53.0
Rajaji Nagar,2,2,1357.0,971,130.0
Hosakerehalli,2,2,925.0,536,46.5
8th Phase JP Nagar,2,2,909.0,72,40.9
Seegehalli,3,5,3000.0,1049,335.0
Brookefield,2,2,1100.0,275,55.0
Malleshwaram,4,5,3000.0,783,815.0
Vidyaranyapura,2,2,1100.0,1211,54.0
Subramanyapura,2,2,975.0,1110,65.0
Raja Rajeshwari Nagar,2,2,1306.0,967,44.17
Roopena Agrahara,4,4,1200.0,1003,95.0
Kalena Agrahara,1,1,610.0,638,39.0
Yelahanka,3,2,1484.0,1256,56.4
Ramamurthy Nagar,2,2,1125.0,985,47.0
Bhoganhalli,2,2,1447.0,250,75.97
Whitefield,4,5,2882.0,1247,158.0
Vidyaranyapura,4,4,750.0,1211,88.0
Kundalahalli,3,3,2075.0,728,115.0
Stage-4 Bommanahalli,2,2,1250.0,1104,58.0
Horamavu Banaswadi,2,2,1272.0,531,51.5
Banashankari Stage II,4,3,1050.0,200,125.0
Venkateshpuram,2,2,625.0,1201,24.0
1st Phase JP Nagar,1,2,840.0,29,50.0
Hennur Road,4,4,2502.0,519,180.0
Rayasandra,1,1,583.0,994,26.9
Gunjur Palya,2,2,900.0,482,27.0
Sarjapur  Road,2,2,1115.0,1034,50.0
HOSUR MAIN ROAD,2,2,1464.0,488,56.0
Kanakapura,3,3,2200.0,655,121.0
Whitefield,1,1,750.0,1247,51.0
Marathahalli,3,3,1600.0,796,58.0
Chikkalasandra,3,2,1365.0,323,49.0
"Judicial Layout, Kanakapura Road, ",3,3,1300.0,610,64.0
Kurubarahalli,1,1,1200.0,730,69.0
Hormavu,2,2,1260.0,532,35.0
Electronics City Phase 1,2,2,1190.0,419,33.92
Hosakerehalli,3,4,2480.0,536,260.0
Vishwapriya Layout,3,3,1250.0,1231,38.0
Kaggadasapura,3,3,1500.0,634,75.0
Banashankari Stage V,3,3,1510.0,202,47.57
7th Phase JP Nagar,2,2,1187.0,70,59.0
Kundalahalli,2,2,1120.0,728,53.76
Whitefield,2,2,1115.0,1247,34.555
Dodsworth Layout,3,3,1717.0,394,99.0
Mullur,3,3,2099.0,825,95.0
Kasturi Nagar,2,2,1100.0,670,58.0
Hegganahalli,1,1,1200.0,513,48.0
Bannerghatta Road,3,2,1465.0,214,45.87
Kothanur,1,1,1500.0,713,75.0
Prashanth Nagar,5,4,4050.0,934,600.0
Haralur Road,3,2,1255.0,503,90.0
5th Phase JP Nagar,2,2,1220.0,60,88.0
Electronic City Phase II,2,2,1065.0,416,30.88
Sultan Palaya,3,3,1765.0,1113,80.0
Bellandur,2,2,1281.0,234,87.0
Electronic City,2,2,1210.0,414,25.0
Kaggadasapura,2,2,1215.0,634,43.0
Ananth Nagar,4,3,1200.0,119,87.0
Mysore Road,2,2,1237.0,833,73.0
Lakshminarayana Pura,2,2,1300.0,742,70.0
Whitefield,2,2,1105.0,1247,39.99
Chandapura,3,2,1505.0,302,42.0
Hebbal Kempapura,4,5,3900.0,511,310.0
Banashankari,2,2,1186.0,192,65.0
Byrathi Village,4,3,900.0,284,51.0
Kengeri,2,2,750.0,685,35.5
Varthur,2,2,1083.0,1185,28.0
Nagaraja Garden,3,2,1430.0,843,78.65
Thanisandra,2,2,1056.0,1143,68.0
VGP Layout,3,3,2108.0,1177,85.0
Banashankari,3,3,1650.0,192,101.0
Electronic City Phase II,3,3,1220.0,416,36.6
Rayasandra,2,2,1198.0,994,54.0
Ejipura,2,2,1190.0,413,70.0
"Judicial Layout, Kanakapura Road, ",2,2,900.0,610,41.0
J.P.nagar 6th Phase.Sarakki Nagar,4,4,2690.0,570,185.0
Kanakapura,2,2,1340.0,655,65.0
Bommenahalli,4,3,2940.0,270,2250.0
Giri Nagar,6,6,2400.0,450,400.0
Whitefield,2,2,2324.0,1247,26.73
Yelahanka,2,2,1260.0,1256,59.2
Talaghattapura,3,3,2254.0,1136,153.0
Old Madras Road,3,5,2990.0,891,210.0
1st Block BEL Layout,4,5,1800.0,24,250.0
JP Nagar,2,2,820.0,572,45.0
Electronic City,2,2,1296.0,414,65.0
Uttarahalli,2,2,1190.0,1174,53.55
Whitefield,2,2,1173.0,1247,77.0
Sarjapura - Attibele Road,3,3,1800.0,1036,90.0
Yelahanka,2,2,1102.0,1256,52.0
Sarjapur,2,2,913.0,1033,36.0
Hormavu,3,2,1176.0,532,35.27
Prithvi Layout,3,3,1620.0,936,65.0
Billekahalli,3,3,2968.0,262,225.0
Yelahanka,2,2,1519.0,1256,65.0
Hosur Road,2,2,1345.0,541,106.0
Dodsworth Layout,3,3,1594.0,394,99.0
Kaverappa Layout,2,2,1250.0,676,68.0
Haralur Road,2,2,1056.0,503,60.0
Whitefield,3,3,1200.0,1247,68.4
Kothnur Narayanapura,2,1,1290.0,715,77.5
Amruthnagar,2,2,1150.0,113,48.0
Ambedkar Colony,2,2,1464.0,107,145.0
Anekal,4,2,1200.0,124,36.0
Gollarapalya Hosahalli,2,2,861.0,458,36.5
Kundalahalli,2,2,1047.0,728,82.62
Lakshmipura,2,2,1200.0,744,75.0
Kirloskar Layout,10,10,1200.0,693,190.0
Hongasandra,2,2,1065.0,526,45.0
Rajaji Nagar,3,3,2300.0,971,369.0
Ramamurthy Nagar,2,2,1000.0,985,62.0
Lingadheeranahalli,3,3,1682.0,754,113.0
Harlur,3,3,1756.0,506,131.0
BEL Road,5,4,4000.0,166,1000.0
Vignana Nagar,4,4,1050.0,1212,90.0
Vittasandra,2,2,1238.0,1237,67.32
Dasanapura,2,2,814.0,355,42.0
Dodda Nekkundi,2,2,1145.0,379,46.5
Varthur,2,2,965.0,1185,34.0
Doddabele,2,2,750.0,383,36.0
Banashankari,3,2,1300.0,192,55.0
1st Phase JP Nagar,3,3,1590.0,29,131.0
Begur Road,1,1,644.0,230,40.0
Whitefield,2,2,982.0,1247,37.0
Indira Nagar,2,2,1260.0,560,100.0
Rayasandra,3,3,1555.0,994,75.17
Race Course Road,4,4,2500.0,958,450.0
Kaggadasapura,2,2,1225.0,634,48.0
Electronics City Phase 1,2,2,1085.0,419,46.0
Rajaji Nagar,3,3,1640.0,971,220.0
Thanisandra,3,3,1595.0,1143,110.0
Raja Rajeshwari Nagar,2,2,1196.0,967,40.44
Yelahanka,3,3,1859.0,1256,108.0
9th Phase JP Nagar,2,2,1079.0,75,60.0
Shivaji Nagar,2,1,550.0,1069,27.0
Whitefield,2,2,1118.0,1247,42.0
CV Raman Nagar,2,2,1198.0,290,60.0
Chandapura,3,2,1162.5,302,30.215
Thigalarapalya,3,4,1830.0,1148,135.0
Banashankari Stage VI,2,2,1160.0,203,59.0
Srirampuram,3,2,1485.0,1101,156.0
Ejipura,3,3,2070.0,413,135.0
Basaveshwara Nagar,6,4,750.0,223,150.0
Kannamangala,2,2,957.0,662,52.5
Basaveshwara Nagar,5,4,2400.0,223,310.0
Bannerghatta Road,2,2,1268.0,214,69.0
Bannerghatta Road,3,2,1450.0,214,87.0
Manorayana Palya,3,2,1600.0,792,75.0
Uttarahalli,3,2,1330.0,1174,57.0
Jakkur,3,2,1355.0,581,65.0
Horamavu Banaswadi,2,2,1272.0,531,51.5
Abbaiah Reddy Layout,2,2,1100.0,83,38.49
Sarjapur  Road,3,3,1220.0,1034,58.0
Chikkalasandra,2,2,1075.0,323,46.76
Lingarajapuram,2,2,800.0,755,55.0
Vasanthapura,2,2,995.0,1191,34.82
Vasantha Vallabha Nagar,2,1,900.0,1190,44.0
Haralur Road,2,2,1140.0,503,42.0
Ganga Nagar,3,2,1480.0,434,125.0
Padmanabhanagar,3,2,1710.0,902,90.63
Talaghattapura,3,3,2106.0,1136,148.0
Yeshwanthpur,9,6,2400.0,1262,270.0
Sadahalli,3,2,3800.0,1014,130.0
Vajarahalli,3,3,800.0,1182,120.0
Marathahalli,2,2,1602.0,796,104.0
Sarjapur  Road,3,2,1660.0,1034,116.0
Electronic City Phase II,3,3,1549.0,416,80.0
Marathahalli,1,1,700.0,796,38.0
Balagere,2,2,1012.0,186,64.0
Marathahalli,3,3,1469.0,796,89.0
Whitefield,2,2,1216.0,1247,69.0
Electronic City Phase II,2,2,1065.0,416,56.13
Thanisandra,3,3,1411.0,1143,93.15
Pai Layout,2,2,1400.0,903,57.5
Hoskote,3,3,1250.0,539,29.0
Haralur Road,2,2,1245.0,503,62.0
Choodasandra,2,2,1115.0,333,50.0
Vidyaranyapura,2,2,1000.0,1211,35.0
Panathur,3,3,1580.0,909,71.89
Subramanyapura,3,3,1800.0,1110,90.0
Mathikere,2,2,1500.0,809,130.0
Chandapura,1,1,645.0,302,16.45
Kothannur,3,3,1275.0,712,44.0
